Sales_no,Sales_date,Product_id,Category_name,CategoryDesign_name,Type_name,Ruling_name,Qty_Sold,Total_Sales_Value,Zone_name
12089,2/5/2017,69,A5 Notebooks,240x180 Design,Soft,Single Line,30,5227,West
12090,2/6/2017,29,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,27,2174,North
12091,2/6/2017,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,22,9121,East
12092,2/6/2017,199,Premio Spiral book,220x280 Design,soft,Scrap Book,15,3134,South
12093,2/6/2017,84,A5 Notebooks,240x180 Design,Soft,Four lines,7,4094,South
12094,2/6/2017,117,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,14,11041,South
12095,2/6/2017,162,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Unruled,2,7988,North
12096,2/6/2017,22,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),2,2001,West
12097,2/6/2017,202,Other Books,216x140 Design,A5 WIRO,Single Line,7,8948,East
12098,2/7/2017,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,7,9907,Central
12099,2/7/2017,15,Small Notebooks,190x155 Design,Soft,Double line,4,6854,Central
12100,2/7/2017,176,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,25,10867,Central
12101,2/7/2017,51,Long (Soft),272x167 Design,Long (Soft),Single Line,20,7814,South
12102,2/7/2017,205,Spiral Book,297x210 Design,Spiral Book,Single Line,13,4761,North
12103,2/7/2017,186,Practical Books,215x265 Design,Hard,Computer,5,5721,East
12104,2/7/2017,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,11,2668,West
12105,2/7/2017,194,Drawing Book,275x347 Design,Drawing Book,BIG,17,6681,Central
12106,2/7/2017,162,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Unruled,13,3628,South
12107,2/7/2017,122,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,14,7640,North
12108,2/7/2017,9,Small Notebooks,190x155 Design,Hard,Interleaf(SL+Unruled),11,11534,West
12109,2/7/2017,78,A5 Notebooks,240x180 Design,Soft,Double line,19,5547,North
12110,2/7/2017,92,A5 Notebooks,240x180 Design,Soft,Medium Square,5,2494,Central
12111,2/7/2017,58,A5 Notebooks,240x180 Design,Hard,Single Line,2,9441,Central
12112,2/8/2017,54,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),24,3454,Central
12113,2/8/2017,208,Project Paper,280x220 Design,Project Paper,Single Line,9,4414,West
12114,2/8/2017,193,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),28,11361,West
12115,2/8/2017,187,Drawing Book,170x245 Design,Drawing Book,small,18,8308,West
12116,2/8/2017,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,22,2320,Central
12117,2/8/2017,33,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,24,9267,South
12118,2/8/2017,193,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),26,10227,South
12119,2/8/2017,164,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,15,7174,South
12120,2/8/2017,120,A5 Notebooks,240x180 Design,Soft (Brown),Five line,5,11187,East
12121,2/8/2017,99,A5 Notebooks,240x180 Design,Soft,interleaf(UR+4 lines),27,8134,Central
12122,2/8/2017,82,A5 Notebooks,240x180 Design,Soft,Four lines,29,5081,West
12123,2/9/2017,95,A5 Notebooks,240x180 Design,Soft,Maths Ruled,24,9094,East
12124,2/9/2017,17,Small Notebooks,190x155 Design,Soft,Four lines,27,2988,West
12125,2/9/2017,182,Practical Books,215x265 Design,Hard,Physics,25,7000,South
12126,2/9/2017,195,Drawing Book,275x347 Design,Drawing Book,BIG,2,3947,Central
12127,2/9/2017,49,Long (Soft),272x167 Design,Long (Soft),Unruled,9,7960,North
12128,2/9/2017,191,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),30,11854,East
12129,2/9/2017,114,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,11,5867,East
12130,2/9/2017,43,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),4,2814,South
12131,2/9/2017,124,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,26,9761,North
12132,2/9/2017,43,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),20,3774,West
12133,2/9/2017,61,A5 Notebooks,240x180 Design,Soft,Unruled,26,10721,East
12134,2/9/2017,206,Project Paper,280x220 Design,Project Paper,Unruled,12,11680,South
12135,2/9/2017,171,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,19,8627,East
12136,2/9/2017,124,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,20,2640,West
12137,2/9/2017,13,Small Notebooks,190x155 Design,Soft,Single Line,26,9587,North
12138,2/10/2017,67,A5 Notebooks,240x180 Design,Soft,Single Line,14,6534,West
12139,2/10/2017,181,Practical Books,215x265 Design,Hard,Physics,2,7494,Central
12140,2/10/2017,51,Long (Soft),272x167 Design,Long (Soft),Single Line,2,11507,South
12141,2/11/2017,29,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,21,8454,East
12142,2/12/2017,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,7,5401,West
12143,2/12/2017,131,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),19,9414,North
12144,2/12/2017,199,Premio Spiral book,220x280 Design,soft,Scrap Book,12,3307,East
12145,2/12/2017,9,Small Notebooks,190x155 Design,Hard,Interleaf(SL+Unruled),27,7320,West
12146,2/12/2017,86,A5 Notebooks,240x180 Design,Soft,Four lines,28,4267,East
12147,2/12/2017,117,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,2,8280,Central
12148,2/12/2017,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),17,2174,East
12149,2/12/2017,32,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,22,6187,East
12150,2/12/2017,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,10,3134,West
12151,2/12/2017,157,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,4,10081,West
12152,2/12/2017,174,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,18,4094,South
12153,2/12/2017,63,A5 Notebooks,240x180 Design,Soft,Unruled,3,5053,South
12154,2/12/2017,107,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,21,2000,East
12155,2/13/2017,34,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,28,8947,East
12156,2/13/2017,172,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,5,2960,West
12157,2/13/2017,8,Small Notebooks,190x155 Design,Hard,Maths Ruled,23,9907,Central
12158,2/13/2017,63,A5 Notebooks,240x180 Design,Soft,Unruled,13,10867,West
12159,2/13/2017,1,Small Notebooks,190x155 Design,Hard,Unruled,20,7814,Central
12160,2/13/2017,20,Small Notebooks,190x155 Design,Soft,Maths Ruled,24,11827,North
12161,2/13/2017,204,Spiral Book,240x180 Design,Spiral Book,Single Line,30,8774,South
12162,2/13/2017,146,A4 Notebooks,297x210 Design,Soft,Single Line,6,5721,North
12163,2/13/2017,204,Spiral Book,240x180 Design,Spiral Book,Single Line,21,6680,Central
12164,2/13/2017,27,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,5,3627,East
12165,2/14/2017,69,A5 Notebooks,240x180 Design,Soft,Single Line,28,7640,East
12166,2/15/2017,176,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,3,4587,Central
12167,2/15/2017,172,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,7,5547,North
12168,2/15/2017,132,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),3,2494,South
12169,2/15/2017,98,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),29,6507,North
12170,2/15/2017,63,A5 Notebooks,240x180 Design,Soft,Unruled,19,3454,East
12171,2/15/2017,67,A5 Notebooks,240x180 Design,Soft,Single Line,3,10401,North
12172,2/15/2017,202,Other Books,216x140 Design,A5 WIRO,Single Line,23,4413,West
12173,2/15/2017,97,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),14,5373,Central
12174,2/15/2017,87,A5 Notebooks,240x180 Design,Soft,Four lines,22,2320,East
12175,2/15/2017,82,A5 Notebooks,240x180 Design,Soft,Four lines,8,9267,East
12176,2/15/2017,15,Small Notebooks,190x155 Design,Soft,Double line,24,3280,Central
12177,2/16/2017,89,A5 Notebooks,240x180 Design,Soft,Medium Square,30,10227,South
12178,2/16/2017,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,26,11187,East
12179,2/16/2017,33,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,28,8134,West
12180,2/16/2017,167,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,19,2146,East
12181,2/16/2017,204,Spiral Book,240x180 Design,Spiral Book,Single Line,12,9093,East
12182,2/17/2017,164,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,27,6040,North
12183,2/17/2017,191,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),19,7000,Central
12184,2/17/2017,160,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,10,3947,West
12185,2/17/2017,174,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,5,7960,South
12186,2/18/2017,115,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,3,4907,North
12187,2/18/2017,177,Practical Books,215x265 Design,Hard,Chemistry,30,8920,North
12188,2/18/2017,139,A4 Notebooks,297x210 Design,Soft,Unruled,29,2814,North
12189,2/18/2017,82,A5 Notebooks,240x180 Design,Soft,Four lines,15,6826,Central
12190,2/18/2017,36,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,25,3773,South
12191,2/18/2017,47,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Interleaf(SL+Unruled),2,10720,Central
12192,2/18/2017,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,21,4733,North
12193,2/19/2017,202,Other Books,216x140 Design,A5 WIRO,Single Line,7,5693,Central
12194,2/20/2017,36,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,9,2640,South
12195,2/20/2017,181,Practical Books,215x265 Design,Hard,Physics,8,9587,East
12196,2/20/2017,184,Practical Books,215x265 Design,Hard,Combined,26,3600,West
12197,2/20/2017,126,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,6,10547,Central
12198,2/20/2017,55,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),1,11506,East
12199,2/20/2017,127,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,12,8453,South
12200,2/20/2017,157,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,22,2466,North
12201,2/21/2017,52,Long (Soft),272x167 Design,Long (Soft),Single Line,6,9413,Central
12202,2/22/2017,139,A4 Notebooks,297x210 Design,Soft,Unruled,28,6360,East
12203,2/22/2017,55,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),24,7320,South
12204,2/22/2017,83,A5 Notebooks,240x180 Design,Soft,Four lines,5,4267,West
12205,2/23/2017,58,A5 Notebooks,240x180 Design,Hard,Single Line,26,8280,South
12206,2/23/2017,99,A5 Notebooks,240x180 Design,Soft,interleaf(UR+4 lines),17,5227,East
12207,2/24/2017,54,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),29,9240,North
12208,2/25/2017,18,Small Notebooks,190x155 Design,Soft,Medium Square,22,3133,East
12209,2/25/2017,193,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),2,7146,West
12210,2/25/2017,106,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,27,4093,West
12211,2/25/2017,176,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,25,11040,North
12212,2/25/2017,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,16,2000,South
12213,2/25/2017,91,A5 Notebooks,240x180 Design,Soft,Medium Square,30,6013,North
12214,2/25/2017,142,A4 Notebooks,297x210 Design,Soft,Single Line,21,2960,South
12215,2/25/2017,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,30,9907,Central
12216,2/25/2017,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,20,3920,East
12217,2/25/2017,184,Practical Books,215x265 Design,Hard,Combined,23,10867,East
12218,2/25/2017,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,19,11826,North
12219,2/25/2017,143,A4 Notebooks,297x210 Design,Soft,Single Line,10,8773,North
12220,2/25/2017,134,A4 Notebooks,297x210 Design,Hard,Single Line,17,2786,West
12221,2/26/2017,198,Premio Spiral book,190x160 Design,soft,Graph Book (1 mm sq.),7,9733,North
12222,2/26/2017,152,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,25,10693,East
12223,2/26/2017,180,Practical Books,215x265 Design,Hard,Biology,24,7640,East
12224,2/26/2017,124,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,12,4587,West
12225,2/26/2017,101,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,18,8600,South
12226,2/26/2017,69,A5 Notebooks,240x180 Design,Soft,Single Line,8,5547,Central
12227,2/26/2017,55,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),5,6506,North
12228,2/26/2017,51,Long (Soft),272x167 Design,Long (Soft),Single Line,6,3453,West
12229,2/26/2017,203,Other Books,216x140 Design,A5 WIRO,Single Line,12,7466,East
12230,2/26/2017,142,A4 Notebooks,297x210 Design,Soft,Single Line,7,4413,South
12231,2/26/2017,70,A5 Notebooks,240x180 Design,Soft,Single Line,2,5373,Central
12232,2/26/2017,58,A5 Notebooks,240x180 Design,Hard,Single Line,21,2320,Central
12233,2/26/2017,81,A5 Notebooks,240x180 Design,Soft,Four lines,11,6333,West
12234,2/27/2017,54,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),27,3280,South
12235,2/27/2017,98,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),4,4239,North
12236,2/27/2017,52,Long (Soft),272x167 Design,Long (Soft),Single Line,30,11186,North
12237,2/27/2017,70,A5 Notebooks,240x180 Design,Soft,Single Line,22,8133,East
12238,2/27/2017,67,A5 Notebooks,240x180 Design,Soft,Single Line,5,9093,East
12239,2/27/2017,101,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,28,3106,North
12240,2/27/2017,162,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Unruled,3,10053,South
12241,2/27/2017,145,A4 Notebooks,297x210 Design,Soft,Single Line,24,11013,West
12242,2/27/2017,161,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Broad line,6,7960,Central
12243,2/27/2017,69,A5 Notebooks,240x180 Design,Soft,Single Line,3,4907,East
12244,2/27/2017,138,A4 Notebooks,297x210 Design,Soft,Unruled,5,5866,Central
12245,2/28/2017,92,A5 Notebooks,240x180 Design,Soft,Medium Square,28,9879,West
12246,2/28/2017,209,Project Paper,280x220 Design,Project Paper,Single Line,13,6826,South
12247,2/28/2017,151,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,7,3773,North
12248,3/1/2017,208,Project Paper,280x220 Design,Project Paper,Single Line,24,7786,West
12249,3/1/2017,81,A5 Notebooks,240x180 Design,Soft,Four lines,9,11680,South
12250,3/1/2017,51,Long (Soft),272x167 Design,Long (Soft),Single Line,21,5693,South
12251,3/1/2017,40,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,29,2640,Central
12252,3/1/2017,140,A4 Notebooks,297x210 Design,Soft,Unruled,3,6652,West
12253,3/1/2017,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,20,10546,South
12254,3/1/2017,97,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),1,4559,West
12255,3/1/2017,130,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),26,11506,East
12256,3/1/2017,60,A5 Notebooks,240x180 Design,Soft,Unruled,19,8453,East
12257,3/1/2017,115,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,20,2466,South
12258,3/2/2017,146,A4 Notebooks,297x210 Design,Soft,Single Line,29,3426,South
12259,3/2/2017,200,Other Books,176x250 Design,B5 WIRO,Single Line,5,10373,East
12260,3/2/2017,154,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,8,7320,Central
12261,3/3/2017,180,Practical Books,215x265 Design,Hard,Biology,28,11332,North
12262,3/3/2017,196,Premio Spiral book,210x170 Design,soft,Graph Book (1 inch sq.),4,8279,South
12263,3/3/2017,154,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,29,9239,West
12264,3/3/2017,192,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),6,6186,West
12265,3/3/2017,80,A5 Notebooks,240x180 Design,Soft,Three line,18,10199,North
12266,3/3/2017,74,A5 Notebooks,240x180 Design,Soft,Single Line,22,7146,North
12267,3/3/2017,51,Long (Soft),272x167 Design,Long (Soft),Single Line,3,8106,Central
12268,3/3/2017,43,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),24,5053,Central
12269,3/3/2017,169,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,15,2000,South
12270,3/3/2017,59,A5 Notebooks,240x180 Design,Soft,Unruled,3,2959,East
12271,3/3/2017,51,Long (Soft),272x167 Design,Long (Soft),Single Line,14,6972,East
12272,3/3/2017,136,A4 Notebooks,297x210 Design,Soft,Unruled,13,3919,Central
12273,3/3/2017,99,A5 Notebooks,240x180 Design,Soft,interleaf(UR+4 lines),14,10866,South
12274,3/3/2017,142,A4 Notebooks,297x210 Design,Soft,Single Line,30,4879,North
12275,3/3/2017,116,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,2,8773,South
12276,3/4/2017,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,14,2786,Central
12277,3/4/2017,127,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,23,9733,East
12278,3/4/2017,190,Drawing Book,210x297 Design,Drawing Book,A4,26,3745,East
12279,3/5/2017,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,7,7639,Central
12280,3/5/2017,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,30,11652,North
12281,3/5/2017,206,Project Paper,280x220 Design,Project Paper,Unruled,26,8599,East
12282,3/5/2017,44,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Single Line,14,5546,South
12283,3/5/2017,60,A5 Notebooks,240x180 Design,Soft,Unruled,29,9559,North
12284,3/5/2017,139,A4 Notebooks,297x210 Design,Soft,Unruled,2,10519,Central
12285,3/5/2017,12,Small Notebooks,190x155 Design,Soft,Single Line,15,7466,West
12286,3/5/2017,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,3,4413,East
12287,3/5/2017,12,Small Notebooks,190x155 Design,Soft,Single Line,29,8426,Central
12288,3/5/2017,122,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,1,5372,South
12289,3/5/2017,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,12,6332,West
12290,3/5/2017,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,21,3279,East
12291,3/5/2017,126,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,26,7292,West
12292,3/6/2017,79,A5 Notebooks,240x180 Design,Soft,Double line,19,4239,North
12293,3/6/2017,156,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,22,5199,Central
12294,3/6/2017,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,20,2146,East
12295,3/6/2017,96,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),18,9093,North
12296,3/6/2017,25,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,29,3106,East
12297,3/6/2017,186,Practical Books,215x265 Design,Hard,Computer,18,10053,North
12298,3/6/2017,183,Practical Books,215x265 Design,Hard,Combined,7,11012,East
12299,3/6/2017,10,Small Notebooks,190x155 Design,Soft,Unruled,14,7959,East
12300,3/6/2017,132,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),12,11972,Central
12301,3/6/2017,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,2,8919,East
12302,3/6/2017,81,A5 Notebooks,240x180 Design,Soft,Four lines,18,9879,East
12303,3/6/2017,198,Premio Spiral book,190x160 Design,soft,Graph Book (1 mm sq.),13,6826,East
12304,3/6/2017,196,Premio Spiral book,210x170 Design,soft,Graph Book (1 inch sq.),22,10839,Central
12305,3/6/2017,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,10,7786,Central
12306,3/6/2017,14,Small Notebooks,190x155 Design,Soft,Double line,3,8745,South
12307,3/7/2017,78,A5 Notebooks,240x180 Design,Soft,Double line,24,5692,East
12308,3/7/2017,72,A5 Notebooks,240x180 Design,Soft,Single Line,9,2639,West
12309,3/7/2017,204,Spiral Book,240x180 Design,Spiral Book,Single Line,20,6652,Central
12310,3/7/2017,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),10,3599,Central
12311,3/8/2017,70,A5 Notebooks,240x180 Design,Soft,Single Line,17,4559,North
12312,3/8/2017,186,Practical Books,215x265 Design,Hard,Computer,14,11506,West
12313,3/8/2017,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,6,5519,South
12314,3/8/2017,15,Small Notebooks,190x155 Design,Soft,Double line,30,2466,Central
12315,3/8/2017,188,Drawing Book,210x297 Design,Drawing Book,A4,26,3425,Central
12316,3/8/2017,81,A5 Notebooks,240x180 Design,Soft,Four lines,26,10372,East
12317,3/8/2017,96,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),26,4385,Central
