Order_no,Order_Date,Product_id,Category_name,CategoryDesign_name,Type_name,Ruling_name,Qty_Ordered,Total_order_Value,Zone_name
1330,2/4/2017,193,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),46,26960,North
1331,2/4/2017,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,18,12591,West
1332,2/4/2017,96,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),39,29263,Central
1333,2/4/2017,71,A5 Notebooks,240x180 Design,Soft,Single Line,4,21936,South
1334,2/4/2017,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,56,31567,South
1335,2/4/2017,69,A5 Notebooks,240x180 Design,Soft,Single Line,26,24240,Central
1336,2/4/2017,86,A5 Notebooks,240x180 Design,Soft,Four lines,41,33870,South
1337,2/4/2017,71,A5 Notebooks,240x180 Design,Soft,Single Line,50,19216,Central
1338,2/5/2017,11,Small Notebooks,190x155 Design,Soft,Unruled,5,28847,North
1339,2/5/2017,166,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,46,21519,Central
1340,2/5/2017,139,A4 Notebooks,297x210 Design,Soft,Unruled,36,14192,Central
1341,2/5/2017,169,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,10,23823,East
1342,2/5/2017,61,A5 Notebooks,240x180 Design,Soft,Unruled,26,16495,South
1343,2/5/2017,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,10,26126,West
1344,2/5/2017,139,A4 Notebooks,297x210 Design,Soft,Unruled,37,11472,West
1345,2/6/2017,6,Small Notebooks,190x155 Design,Hard,Four lines,42,21102,Central
1346,2/6/2017,163,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,13,13775,East
1347,2/6/2017,14,Small Notebooks,190x155 Design,Soft,Double line,8,30448,West
1348,2/6/2017,7,Small Notebooks,190x155 Design,Hard,Four lines,56,16079,West
1349,2/6/2017,172,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,48,32751,North
1350,2/6/2017,32,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,56,18382,East
1351,2/6/2017,78,A5 Notebooks,240x180 Design,Soft,Double line,9,11055,East
1352,2/6/2017,195,Drawing Book,275x347 Design,Drawing Book,BIG,37,13358,North
1353,2/6/2017,179,Practical Books,215x265 Design,Hard,Biology,4,30031,Central
1354,2/6/2017,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,14,22704,East
1355,2/6/2017,90,A5 Notebooks,240x180 Design,Soft,Medium Square,24,32334,North
1356,2/6/2017,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,49,25007,Central
1357,2/6/2017,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,51,10638,North
1358,2/6/2017,128,A5 Notebooks,240x180 Design,Soft (Brown),interleaf(UR+4 lines),46,27311,South
1359,2/7/2017,44,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Single Line,48,19983,East
1360,2/7/2017,208,Project Paper,280x220 Design,Project Paper,Single Line,39,22287,West
1361,2/7/2017,53,Long (Soft),272x167 Design,Long (Soft),Single Line,11,14960,West
1362,2/7/2017,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,53,24590,North
1363,2/7/2017,82,A5 Notebooks,240x180 Design,Soft,Four lines,16,17263,South
1364,2/7/2017,136,A4 Notebooks,297x210 Design,Soft,Unruled,35,26894,South
1365,2/7/2017,84,A5 Notebooks,240x180 Design,Soft,Four lines,19,19567,North
1366,2/7/2017,94,A5 Notebooks,240x180 Design,Soft,Maths Ruled,58,12239,South
1367,2/7/2017,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,57,14543,North
1368,2/7/2017,54,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),18,31215,South
1369,2/7/2017,165,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,46,16846,Central
1370,2/7/2017,88,A5 Notebooks,240x180 Design,Soft,Medium Square,12,33519,East
1371,2/8/2017,74,A5 Notebooks,240x180 Design,Soft,Single Line,48,19150,West
1372,2/8/2017,131,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),9,28495,Central
1373,2/8/2017,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,27,14126,South
1374,2/8/2017,55,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),37,30799,East
1375,2/8/2017,120,A5 Notebooks,240x180 Design,Soft (Brown),Five line,43,33102,Central
1376,2/8/2017,67,A5 Notebooks,240x180 Design,Soft,Single Line,59,25775,West
1377,2/8/2017,113,A5 Notebooks,240x180 Design,Soft (Brown),Double line,58,11405,Central
1378,2/8/2017,204,Spiral Book,240x180 Design,Spiral Book,Single Line,2,28078,East
1379,2/9/2017,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,1,20751,Central
1380,2/9/2017,20,Small Notebooks,190x155 Design,Soft,Maths Ruled,9,30382,West
1381,2/9/2017,146,A4 Notebooks,297x210 Design,Soft,Single Line,19,23054,North
1382,2/9/2017,118,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,51,15727,West
1383,2/10/2017,72,A5 Notebooks,240x180 Design,Soft,Single Line,15,18031,East
1384,2/10/2017,33,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,57,27661,East
1385,2/10/2017,36,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,60,20334,South
1386,2/10/2017,179,Practical Books,215x265 Design,Hard,Biology,35,13007,North
1387,2/10/2017,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,50,22638,Central
1388,2/10/2017,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,8,15310,West
1389,2/10/2017,31,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,9,31983,South
1390,2/10/2017,156,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,14,10286,Central
1391,2/10/2017,51,Long (Soft),272x167 Design,Long (Soft),Single Line,18,19917,East
1392,2/10/2017,150,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),28,12590,South
1393,2/10/2017,5,Small Notebooks,190x155 Design,Hard,Double line,41,29263,East
1394,2/10/2017,177,Practical Books,215x265 Design,Hard,Chemistry,36,14893,South
1395,2/10/2017,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,49,31566,Central
1396,2/10/2017,14,Small Notebooks,190x155 Design,Soft,Double line,22,33870,South
1397,2/10/2017,40,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,54,26542,East
1398,2/11/2017,82,A5 Notebooks,240x180 Design,Soft,Four lines,20,12173,East
1399,2/11/2017,192,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),26,28846,North
1400,2/11/2017,1,Small Notebooks,190x155 Design,Hard,Unruled,8,31149,East
1401,2/11/2017,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),20,23822,East
1402,2/11/2017,51,Long (Soft),272x167 Design,Long (Soft),Single Line,39,16495,East
1403,2/11/2017,182,Practical Books,215x265 Design,Hard,Physics,9,26125,Central
1404,2/11/2017,36,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,15,18798,South
1405,2/11/2017,205,Spiral Book,297x210 Design,Spiral Book,Single Line,20,28429,South
1406,2/11/2017,55,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),41,21102,South
1407,2/11/2017,42,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),42,23405,East
1408,2/12/2017,201,Other Books,176x250 Design,B5 WIRO,Single Line,35,16078,West
1409,2/12/2017,197,Premio Spiral book,220x280 Design,soft,Graph Book (Big),45,32751,Central
1410,2/12/2017,83,A5 Notebooks,240x180 Design,Soft,Four lines,3,18381,West
1411,2/12/2017,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,25,11054,East
1412,2/12/2017,182,Practical Books,215x265 Design,Hard,Physics,2,20685,East
1413,2/12/2017,91,A5 Notebooks,240x180 Design,Soft,Medium Square,45,13357,East
1414,2/12/2017,67,A5 Notebooks,240x180 Design,Soft,Single Line,28,30030,West
1415,2/12/2017,130,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),27,32334,South
1416,2/12/2017,46,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Medium Square,34,25006,South
1417,2/13/2017,18,Small Notebooks,190x155 Design,Soft,Medium Square,60,10637,West
1418,2/13/2017,115,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,17,27310,Central
1419,2/13/2017,34,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,57,12941,Central
1420,2/13/2017,132,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),33,29613,North
1421,2/13/2017,90,A5 Notebooks,240x180 Design,Soft,Medium Square,26,22286,West
1422,2/14/2017,184,Practical Books,215x265 Design,Hard,Combined,35,24590,Central
1423,2/14/2017,174,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,54,17262,South
1424,2/14/2017,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,52,26893,South
1425,2/14/2017,19,Small Notebooks,190x155 Design,Soft,Medium Square,21,19566,North
1426,2/14/2017,19,Small Notebooks,190x155 Design,Soft,Medium Square,15,29196,South
1427,2/14/2017,174,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,29,21869,North
1428,2/14/2017,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,25,14542,North
1429,2/14/2017,204,Spiral Book,240x180 Design,Spiral Book,Single Line,21,24173,Central
1430,2/14/2017,111,A5 Notebooks,240x180 Design,Soft (Brown),Double line,23,33518,South
1431,2/14/2017,5,Small Notebooks,190x155 Design,Hard,Double line,24,19149,West
1432,2/14/2017,152,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,47,11822,West
1433,2/14/2017,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,46,21452,South
1434,2/14/2017,182,Practical Books,215x265 Design,Hard,Physics,6,14125,North
1435,2/14/2017,12,Small Notebooks,190x155 Design,Soft,Single Line,42,30798,North
1436,2/14/2017,199,Premio Spiral book,220x280 Design,soft,Scrap Book,31,16428,South
1437,2/15/2017,135,A4 Notebooks,297x210 Design,Hard,Single Line,55,33101,West
1438,2/15/2017,138,A4 Notebooks,297x210 Design,Soft,Unruled,32,11405,East
1439,2/15/2017,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,59,28077,South
1440,2/15/2017,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,33,13708,North
1441,2/15/2017,66,A5 Notebooks,240x180 Design,Soft,Unruled,16,30381,Central
1442,2/15/2017,203,Other Books,216x140 Design,A5 WIRO,Single Line,40,23054,West
1443,2/15/2017,107,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,35,32684,North
1444,2/15/2017,43,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),11,18030,South
1445,2/15/2017,7,Small Notebooks,190x155 Design,Hard,Four lines,41,20333,South
1446,2/15/2017,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,32,29964,East
1447,2/15/2017,175,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,23,22637,East
1448,2/16/2017,197,Premio Spiral book,220x280 Design,soft,Graph Book (Big),49,15309,Central
1449,2/16/2017,98,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),40,24940,East
1450,2/16/2017,26,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,20,17613,North
1451,2/16/2017,142,A4 Notebooks,297x210 Design,Soft,Single Line,30,10286,Central
1452,2/17/2017,78,A5 Notebooks,240x180 Design,Soft,Double line,11,19916,Central
1453,2/17/2017,42,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),51,12589,East
1454,2/17/2017,106,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,22,14893,Central
1455,2/17/2017,71,A5 Notebooks,240x180 Design,Soft,Single Line,24,31565,South
1456,2/17/2017,50,Long (Soft),272x167 Design,Long (Soft),Single Line,23,17196,West
1457,2/17/2017,161,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Broad line,38,33869,East
1458,2/17/2017,83,A5 Notebooks,240x180 Design,Soft,Four lines,4,26542,West
1459,2/17/2017,63,A5 Notebooks,240x180 Design,Soft,Unruled,58,12172,East
1460,2/17/2017,137,A4 Notebooks,297x210 Design,Soft,Unruled,17,28845,North
1461,2/17/2017,208,Project Paper,280x220 Design,Project Paper,Single Line,3,14476,West
1462,2/18/2017,199,Premio Spiral book,220x280 Design,soft,Scrap Book,5,23821,North
1463,2/19/2017,107,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,30,33452,South
1464,2/19/2017,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,58,26125,Central
1465,2/19/2017,171,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,52,18797,South
1466,2/19/2017,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,46,28428,East
1467,2/19/2017,23,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),54,21101,South
1468,2/20/2017,172,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,20,30732,Central
1469,2/20/2017,210,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),45,23404,North
1470,2/21/2017,90,A5 Notebooks,240x180 Design,Soft,Medium Square,29,25708,North
1471,2/22/2017,185,Practical Books,215x265 Design,Hard,Combined (Brown),27,18380,West
1472,2/22/2017,3,Small Notebooks,190x155 Design,Hard,Single Line,41,11053,West
1473,2/22/2017,89,A5 Notebooks,240x180 Design,Soft,Medium Square,25,20684,North
1474,2/22/2017,106,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,37,13357,East
1475,2/22/2017,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,39,22987,East
1476,2/22/2017,209,Project Paper,280x220 Design,Project Paper,Single Line,1,15660,East
1477,2/22/2017,118,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,1,32333,North
1478,2/22/2017,51,Long (Soft),272x167 Design,Long (Soft),Single Line,30,10636,North
1479,2/22/2017,149,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),20,27309,East
1480,2/22/2017,14,Small Notebooks,190x155 Design,Soft,Double line,60,12940,West
1481,2/22/2017,160,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,36,29613,West
1482,2/22/2017,140,A4 Notebooks,297x210 Design,Soft,Unruled,2,15243,Central
1483,2/22/2017,117,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,8,31916,West
1484,2/23/2017,150,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),31,24589,North
1485,2/23/2017,79,A5 Notebooks,240x180 Design,Soft,Double line,40,26892,South
1486,2/23/2017,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,20,19565,West
1487,2/23/2017,36,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,3,29196,North
1488,2/23/2017,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,23,21868,Central
1489,2/23/2017,204,Spiral Book,240x180 Design,Spiral Book,Single Line,16,31499,South
1490,2/23/2017,87,A5 Notebooks,240x180 Design,Soft,Four lines,15,24172,West
1491,2/23/2017,28,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,55,16845,North
1492,2/23/2017,53,Long (Soft),272x167 Design,Long (Soft),Single Line,8,26475,North
1493,2/23/2017,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,37,11821,West
1494,2/23/2017,166,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,6,21452,South
1495,2/23/2017,110,A5 Notebooks,240x180 Design,Soft (Brown),Double line,48,14124,North
1496,2/24/2017,188,Drawing Book,210x297 Design,Drawing Book,A4,37,23755,North
1497,2/24/2017,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,57,16428,South
1498,2/24/2017,185,Practical Books,215x265 Design,Hard,Combined (Brown),5,33100,East
1499,2/24/2017,40,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,59,18731,South
1500,2/24/2017,47,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Interleaf(SL+Unruled),2,28077,East
1501,2/25/2017,78,A5 Notebooks,240x180 Design,Soft,Double line,28,13707,West
1502,2/25/2017,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,22,30380,North
1503,2/25/2017,115,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,31,16011,South
1504,2/25/2017,5,Small Notebooks,190x155 Design,Hard,Double line,39,32684,East
1505,2/25/2017,13,Small Notebooks,190x155 Design,Soft,Single Line,10,25356,Central
1506,2/25/2017,71,A5 Notebooks,240x180 Design,Soft,Single Line,12,10987,West
1507,2/25/2017,91,A5 Notebooks,240x180 Design,Soft,Medium Square,3,27660,East
1508,2/26/2017,203,Other Books,216x140 Design,A5 WIRO,Single Line,31,29963,Central
1509,2/26/2017,111,A5 Notebooks,240x180 Design,Soft (Brown),Double line,22,22636,West
1510,2/27/2017,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,6,32267,South
1511,2/27/2017,53,Long (Soft),272x167 Design,Long (Soft),Single Line,21,24939,West
1512,2/27/2017,55,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),54,17612,East
1513,2/27/2017,180,Practical Books,215x265 Design,Hard,Biology,55,27243,West
1514,2/27/2017,38,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,42,19916,South
1515,2/27/2017,141,A4 Notebooks,297x210 Design,Soft,Unruled,35,22219,North
1516,2/27/2017,82,A5 Notebooks,240x180 Design,Soft,Four lines,40,24523,East
1517,2/27/2017,163,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,18,17195,South
1518,2/27/2017,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),12,33868,South
1519,2/27/2017,58,A5 Notebooks,240x180 Design,Hard,Single Line,44,19499,East
1520,2/28/2017,67,A5 Notebooks,240x180 Design,Soft,Single Line,14,12171,East
1521,2/28/2017,152,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,49,28844,West
1522,2/28/2017,181,Practical Books,215x265 Design,Hard,Physics,54,14475,East
1523,2/28/2017,83,A5 Notebooks,240x180 Design,Soft,Four lines,12,16778,West
1524,2/28/2017,42,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),10,33451,West
1525,2/28/2017,185,Practical Books,215x265 Design,Hard,Combined (Brown),52,26124,West
1526,2/28/2017,189,Drawing Book,210x297 Design,Drawing Book,A4,8,11755,East
1527,2/28/2017,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,21,28427,North
1528,3/1/2017,61,A5 Notebooks,240x180 Design,Soft,Unruled,21,21100,West
1529,3/1/2017,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,42,30731,East
1530,3/1/2017,202,Other Books,216x140 Design,A5 WIRO,Single Line,54,23404,South
1531,3/1/2017,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,18,25707,North
1532,3/1/2017,136,A4 Notebooks,297x210 Design,Soft,Unruled,10,18380,North
1533,3/1/2017,3,Small Notebooks,190x155 Design,Hard,Single Line,35,28010,East
1534,3/1/2017,164,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,45,20683,Central
1535,3/1/2017,91,A5 Notebooks,240x180 Design,Soft,Medium Square,8,13356,North
1536,3/1/2017,47,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Interleaf(SL+Unruled),25,22987,East
1537,3/1/2017,43,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),45,15659,West
1538,3/2/2017,165,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,58,25290,East
1539,3/2/2017,76,A5 Notebooks,240x180 Design,Soft,Double line,37,10636,East
1540,3/2/2017,112,A5 Notebooks,240x180 Design,Soft (Brown),Double line,3,20266,Central
1541,3/2/2017,18,Small Notebooks,190x155 Design,Soft,Medium Square,19,12939,North
1542,3/2/2017,18,Small Notebooks,190x155 Design,Soft,Medium Square,54,29612,South
1543,3/2/2017,42,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),40,15242,East
1544,3/2/2017,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,35,31915,North
1545,3/2/2017,40,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,42,17546,West
1546,3/2/2017,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,16,10219,East
1547,3/3/2017,72,A5 Notebooks,240x180 Design,Soft,Single Line,13,12522,East
1548,3/3/2017,204,Spiral Book,240x180 Design,Spiral Book,Single Line,35,29195,Central
1549,3/3/2017,116,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,1,21868,South
1550,3/3/2017,126,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,12,31498,Central
1551,3/3/2017,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,3,24171,South
1552,3/4/2017,182,Practical Books,215x265 Design,Hard,Physics,5,33802,West
1553,3/4/2017,38,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,44,26475,North
1554,3/4/2017,52,Long (Soft),272x167 Design,Long (Soft),Single Line,30,28778,West
1555,3/4/2017,13,Small Notebooks,190x155 Design,Soft,Single Line,35,21451,East
